placeId,name,address,lat,lng,types,category,businessStatus,rating,userRatingsTotal
ChIJ0TlcK4uzNYgRjNf6ZQh3naw,Dollar General,"1969 Jefferson Avenue, Washington",40.19119549999999,-80.28231219999999,"drugstore,convenience_store,grocery_or_supermarket,health,store,food,point_of_interest,establishment",convenience,OPERATIONAL,4.0,45.0
ChIJpW0AqY-yNYgRUTByIe9ixVg,AL'an Ruben's Bar & Grill,"2390 Jefferson Avenue, Washington",40.1938889,-80.28999999999999,"bar,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.8,751.0
ChIJM1WGfI-yNYgRUZURnfiKidU,Shorty's Lunch,"Wolfdale Plaza, 2301 Jefferson Avenue, Washington",40.19279139999999,-80.28849,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.6,688.0
ChIJsQ9iqY-yNYgRHdC3a4jhlJE,Tonya's Tavern,"2398 Jefferson Avenue, Washington",40.1941452,-80.2904205,"bar,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.5,286.0
ChIJHfyATnitNYgRSoNv7JDBddU,Amoco,"1300 Jefferson Avenue, Washington",40.18624999999999,-80.26741,"gas_station,supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",grocery,OPERATIONAL,3.9,13.0
ChIJ6QGhBGStNYgREaYEc1Kwkjs,Dollar General,"935 Henderson Avenue #103, Washington",40.1995757,-80.2716023,"convenience_store,drugstore,grocery_or_supermarket,food,health,store,point_of_interest,establishment",convenience,OPERATIONAL,4.0,245.0
ChIJFZxuTXitNYgRgnqxO8pLcCQ,Coen Markets,"1300 Jefferson Avenue, Washington",40.1865049,-80.267647,"convenience_store,gas_station,cafe,food,store,point_of_interest,establishment","convenience,food_bank",OPERATIONAL,1.8,5.0
ChIJDzXCEOOtNYgRMC9-6C6LpWw,MAPCO,"860 Henderson Avenue, Washington",40.1979972,-80.268824,"gas_station,convenience_store,food,store,point_of_interest,establishment",convenience,OPERATIONAL,4.0,4.0
ChIJ6aI7VmGtNYgR0-TEPzC4IW4,Countryside Deli,"935 Henderson Avenue, Washington",40.199728,-80.271622,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.5,424.0
ChIJn3hFtHmtNYgRqYTe-ODsEOU,Osso's Original Pizza,"90 Henderson Avenue, Washington",40.1869716,-80.26681599999999,"meal_takeaway,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.5,1044.0
ChIJU4MiP3itNYgRvD7U_U7t76U,Dog House Diner,"1145 Jefferson Avenue, Washington",40.184826,-80.266645,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.3,977.0
ChIJG7oRA0GtNYgRWhy5CWjwGn4,Washington County Fair,"Washington County Fairgrounds, 2151 N Main St, Washington",40.20867,-80.2574236,"point_of_interest,establishment",food_bank,OPERATIONAL,4.2,956.0
ChIJL_2Dm-GtNYgRYH4nJY-MmXc,GG,"140 East Wylie Avenue, Washington",40.183408,-80.2616209,"convenience_store,store,food,point_of_interest,establishment",convenience,OPERATIONAL,4.8,4.0
ChIJJY5Ufy-tNYgRAaxVCmENBUc,Washington Country Club,"599 Country Club Road, Washington",40.2087746,-80.2369487,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.5,119.0
ChIJb5X1Kd-tNYgR9voNrbjT8LM,Boga Taco,"1054 Jefferson Avenue, Washington",40.1836638,-80.2649307,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.9,438.0
ChIJVWOPIQCtNYgRaKzLKmL83Eg,Popeyes Louisiana Kitchen,"301 Oak Spring Rd, Washington",40.1826207,-80.23252690000001,"restaurant,food,point_of_interest,establishment","food_bank,restaurant",OPERATIONAL,3.6,1391.0
ChIJA_vZoqCtNYgRVnWfqONRYgk,Thomas Campbell Apartments-Senior living,"850 Beech St Ext apt 411, Washington",40.1842975,-80.25043029999999,"point_of_interest,establishment",food_bank,OPERATIONAL,3.8,42.0
ChIJ-d7XJPysNYgRw9fbVtoF9bg,Giant Eagle Supermarket,"331 Washington Road, Washington",40.1865951,-80.22841989999999,"grocery_or_supermarket,supermarket,store,food,point_of_interest,establishment","food_bank,grocery",OPERATIONAL,4.1,1575.0
ChIJtwOrG_KsNYgRDaKKW4zE0MA,Amoco,"481 Washington Road, Washington",40.18958,-80.21372,"gas_station,supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",grocery,OPERATIONAL,3.8,32.0
ChIJLVpkjO2sNYgROPMD3aMXvQY,Coen Markets,"481 Washington Road, Washington",40.1900451,-80.2136864,"convenience_store,cafe,gas_station,liquor_store,store,food,point_of_interest,establishment",convenience,OPERATIONAL,5.0,3.0
ChIJ_cNfNPqsNYgRjk3ra40vFdE,GetGo Gas Station,"333 Washington Road, Washington",40.1873699,-80.2289291,"gas_station,cafe,convenience_store,store,food,point_of_interest,establishment",convenience,OPERATIONAL,3.8,30.0
ChIJf0uDxietNYgRtDpBxLUK4-Q,Sheetz,"650 Pike Street, Meadowlands",40.21281859999999,-80.226145,"convenience_store,cafe,gas_station,store,restaurant,food,point_of_interest,establishment","convenience,restaurant",OPERATIONAL,3.1,38.0
ChIJz-_6UZNSNIgRadbjRBWckzU,Texas Roadhouse,"311 Washington Road, Washington",40.1879934,-80.2246782,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.4,3011.0
ChIJ09VMIfqsNYgRbDYQhZ0iCXQ,Cracker Barrel Old Country Store,"1008 Trinity Circle, Washington",40.1849812,-80.22527529999999,"meal_takeaway,restaurant,food,store,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.3,3535.0
ChIJw8nBZfCsNYgRo5LAl0-_Vus,Olive Garden Italian Restaurant,"371 Washington Road, Washington",40.1883473,-80.22005089999999,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.3,2123.0
ChIJPd48g-2sNYgRh-SGwJiglQ8,Subway,"502 Washington Road, Washington",40.1904918,-80.2125217,"meal_takeaway,restaurant,food,point_of_interest,establishment","fast_food,restaurant",CLOSED_TEMPORARILY,3.6,188.0
ChIJL5TJlH5NNIgRZX8f11AVcrk,Outback Steakhouse,"460 Washington Road, Washington",40.1876325,-80.2172844,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.2,1618.0
ChIJA2lPY-6sNYgR6NXoG71r974,Jimmy John's,"996 Manifold Road, Washington",40.190334,-80.2136929,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.1,360.0
ChIJxTZ-Le6sNYgRfvvKzpZrnL8,Buffalo Wild Wings,"50 Old Mill Boulevard, Washington",40.1901733,-80.2202733,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.0,1360.0
ChIJx1iTLu6sNYgRxMmZ3Hn_7Bk,Five Guys,"30 Old Mill Boulevard, Washington",40.1896049,-80.2207447,"meal_takeaway,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.4,751.0
ChIJSxbsn_qsNYgR8vPZZoHn0VQ,Asahi All You Can Eat,"16 Old Mill Boulevard, Washington",40.1890543,-80.2212249,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.1,1540.0
ChIJB37W5vCsNYgRs8f_0sOlPx4,Red Robin Gourmet Burgers and Brews,"20 Trinity Place, Washington",40.186408,-80.218555,"restaurant,meal_takeaway,bar,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.4,2236.0
ChIJp6_ryvGsNYgRZNv3GZEQpbg,Chick-fil-A,"375 Washington Road, Washington",40.1889209,-80.21805789999999,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.7,2917.0
ChIJ2x50f5NSNIgRq9rQqFKE6rY,LongHorn Steakhouse,"377 Washington Road, Washington",40.189211,-80.2173658,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.4,2057.0
ChIJrWmL1wCtNYgRqi6IQoLF4og,Eat'n Park,"320 Oak Spring Road, Washington",40.1825464,-80.2353117,"meal_takeaway,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,3.9,1676.0
ChIJl2tbDPqsNYgRuhAMeo0d2a0,Firehouse Subs Washington Rd.,"378 Washington Road, Washington",40.18585999999999,-80.2209,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.3,418.0
ChIJC41FIvqsNYgR0xW9B_d2hXc,Applebee's Grill + Bar,"1004 Trinity Circle, Washington",40.18554799999999,-80.22424099999999,"restaurant,bar,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.2,1599.0
ChIJlxCeifGsNYgR8g0a1Qpe93g,Taco Bell,"460 Washington Road, Washington",40.1881504,-80.2154944,"meal_takeaway,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,3.8,659.0
ChIJCbanVfisNYgRggcDfCrkDu0,Krispy Kreme,"14 Trinity Point Drive, Washington",40.183417,-80.22413949999999,"bakery,cafe,restaurant,food,store,point_of_interest,establishment",restaurant,OPERATIONAL,4.3,1502.0
ChIJ6yaIuQGtNYgRrGnX6Gxsikc,Grand China Buffet Sushi & Grill,"301 Oak Spring Road, Washington",40.1841681,-80.23343679999999,"bar,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.0,2078.0
ChIJDfpumPmsNYgR48FuX4662js,Red Lobster,"1005 Trinity Circle, Washington",40.184853,-80.223556,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.5,2223.0
ChIJcYXg-vmsNYgRb1mFVd56IkA,Fusion Japanese Steak House,"5 Trinity Point Drive, Washington",40.184725,-80.221578,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.5,1200.0
ChIJ48XwqEGtNYgRX0HZLvl5Gks,Italian Village Trattoria,"28 Old Mill Boulevard, Washington",40.1893844,-80.2209625,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,3.8,215.0
ChIJjcsvGfqsNYgR5hgLSpQjYkw,McDonald's,"1001 Trinity Circle, Washington",40.18540459999999,-80.2219897,"cafe,store,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,3.3,1473.0
ChIJe6qIWOutNYgRI4ZiV_UtZS0,Panda Express,"191 Old Mill Boulevard, Washington",40.1893361,-80.2195414,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,3.6,23.0
ChIJ_WJTZ_CsNYgRON7J5X5P3_I,Chipotle Mexican Grill,"187 Old Mill Boulevard, Washington",40.1895272,-80.21865509999999,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,3.8,748.0
ChIJtwrbQ3etNYgR6vJNQ2Bn3Rs,MacLove,"181 Old Mill Boulevard, Washington",40.189585,-80.2184094,"restaurant,meal_takeaway,food,point_of_interest,establishment","fast_food,restaurant",CLOSED_TEMPORARILY,4.0,1.0
ChIJCXqg_4mtNYgRJoviKoshdow,Walnut Grill Washington,"373 Washington Road, Washington",40.18866349999999,-80.2187551,"restaurant,bar,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.2,1373.0
ChIJX30X4v-sNYgRLYTa_w6Mzys,Waffle House,"255 Murtland Avenue, Washington",40.1824063,-80.231741,"meal_takeaway,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.2,1102.0
ChIJ65CkaACtNYgRnIDfKFOD8cs,Bob Evans,"490 Oak Spring Road, Washington",40.1824027,-80.2343388,"meal_takeaway,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.2,1007.0
ChIJF-mAa_msNYgRbH7_F1D270k,Plaza Azteca Méxican Restaurant · Washington,"1010 Trinity Circle, Washington",40.184193,-80.2248553,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.6,2128.0
ChIJPbWP_PmsNYgRdG9l8yZluUo,Arby's,"3 Trinity Point Drive, Washington",40.1847633,-80.220694,"meal_takeaway,store,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.2,961.0
ChIJyT40Yc2sNYgRD0fVedFqLcc,Meadow Lands Food Pantry - Food Distribution Center,"300 Pike St, Washington",40.2192246,-80.2207047,"food,point_of_interest,establishment",food_bank,OPERATIONAL,5.0,2.0
ChIJ4XAE-L6sNYgRka7X00sEDus,Speedway,"78 Landings Drive, Washington",40.2017601,-80.20637780000001,"gas_station,convenience_store,store,food,point_of_interest,establishment",convenience,OPERATIONAL,4.2,264.0
ChIJ4Y1V_RStNYgRXUOpcLF2zvs,Sheetz,"300 Racetrack Road, Washington",40.2169423,-80.2021621,"convenience_store,car_wash,liquor_store,store,food,point_of_interest,establishment",convenience,OPERATIONAL,4.1,299.0
ChIJvc9LjzRTNIgRb7DttY7yN6o,Subway,"2200 Tanger Boulevard Unit # 335, Washington",40.2157928,-80.2116866,"meal_takeaway,restaurant,food,point_of_interest,establishment","fast_food,restaurant",CLOSED_TEMPORARILY,3.4,51.0
ChIJg9qH8a6sNYgRv3xf2FUDBEE,Little Caesars Pizza,"1 Burkett Lane, Washington",40.211716,-80.194745,"meal_takeaway,meal_delivery,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,3.6,65.0
ChIJb7BsxbmtNYgR_d2fH5-YXLU,Dairy Queen Grill & Chill,"Park Place at the Meadows, 1 Burkett Lane, Washington",40.21175259999999,-80.19477909999999,"store,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,2.9,318.0
ChIJLdLOV7KsNYgRJfIZWDZEiPU,Dunkin',"600 Adios Drive, Washington",40.2149173,-80.1996553,"meal_takeaway,bakery,cafe,store,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,3.7,273.0
ChIJ6Qdc1LutNYgRAnlEW1VvWYE,Liberty Pole Spirits,"800 Adios Drive, Washington",40.2150809,-80.1988184,"bar,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,5.0,163.0
ChIJ89kbRbKsNYgR5hUqaeCqZgE,Primanti Bros. Restaurant and Bar,"400 Adios Drive, Washington",40.2157495,-80.20017899999999,"bar,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.4,2699.0
ChIJbwB8TKmsNYgRHYhveTwgDH8,Napoli Restaurant,"2112 Park Place Drive, Washington",40.212334,-80.19287589999999,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.3,828.0
ChIJS-e4W7KsNYgRnEW2-9PjmAo,The Street at the Meadows,"100 Adios Drive, Washington",40.21596999999999,-80.1996238,"restaurant,hair_care,beauty_salon,bar,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.4,8.0
ChIJE4WvVKmsNYgRJE7lX2weu1w,El Paso Mexican Grill,"2000 Park Place Drive, Washington",40.21288570000001,-80.1931066,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.4,671.0
ChIJhzltDGH3NIgRw-cGDFT7jMY,Oya Sushi and Korean Grill,"2000 Park Place Drive Suite 105, Washington",40.2126281,-80.19266429999999,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.6,508.0
ChIJvZcoz_msNYgRotl-91gOjRo,Panera Bread,"108 Trinity Point Drive, Washington",40.1844833,-80.2195646,"cafe,meal_takeaway,bakery,store,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.1,787.0
ChIJnxlOcHmtNYgRo4hjiF3wV5c,Speedy Cafe,"78 Landings Drive, Washington",40.2017613,-80.2063573,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.0,1.0
ChIJj1X2MfGsNYgR6v7Zkz-JjI8,Wong's Wok,"2200 Tanger Boulevard Suite 320, Washington",40.2159306,-80.2115977,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.1,187.0
ChIJhYuEfNWtNYgRjO4sqsN9ft8,Desire to be Well Juicery at Quail Acres,"The Shoppes at Quail Acres, 1445 Washington Road Bldg. #5, Washington",40.21351589999999,-80.1966289,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,5.0,23.0
ChIJRXRh4x6tNYgRSwHn2HpZNJw,"""Don Taco"" Mexican Taqueria & Birria House","600 Adios Drive, Washington",40.2150067,-80.1996036,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.7,169.0
ChIJ2WDyTBatNYgRfcexYMlQ9c8,Sbarro,"2200 Tanger Boulevard #325, Washington",40.2164121,-80.2113504,"meal_delivery,meal_takeaway,store,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.1,50.0
ChIJvWaZweytNYgR2KdyiqLQyFI,Jersey Mike's Subs,"92 Trinity Point Drive, Washington",40.1848839,-80.21888729999999,"meal_takeaway,store,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.1,45.0
ChIJgarY1U-tNYgR-MU6RB9p9-Q,Sam's Club Cafe,"80 Trinity Point Drive, Washington",40.184566,-80.2180612,"cafe,meal_takeaway,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,2.3,3.0
ChIJI4IlV9mtNYgRRTQwp_acI9g,Pig and Fire House of Barbeque,"1445 Washington Road, Washington",40.2138658,-80.1952767,"restaurant,bar,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.5,517.0
ChIJqfNE4vmsNYgRCEKmGrRzn6M,Dickey's Barbecue Pit,"96 Trinity Point Drive, Washington",40.1847597,-80.2190423,"restaurant,meal_delivery,meal_takeaway,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.1,576.0
ChIJT-I6T-mtNYgRvb-esmaY8_0,Sweet Hut Chinese Restaurant,"1000 Park Place Drive #101, Washington",40.2132756,-80.1938409,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.3,235.0
ChIJ12NNUqmsNYgRJurltY8WVeI,"Bacon, Bourbon & Beer","1000 Park Place Drive #209, Washington",40.21303749999999,-80.1933838,"bar,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.2,1008.0
ChIJx9eEUbKsNYgR4TC2FLeQ4ZQ,Markook Authentic Mediterranean Eats,"100 Adios Drive, Washington",40.216246,-80.199995,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.6,822.0
ChIJr1eG9lWtNYgRkWut_NSPDKo,Dee Jay's BBQ Ribs & Grille - Racetrack Rd,"100 Adios Drive, Washington",40.2164132,-80.2002962,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.2,207.0
ChIJEzZEZlytNYgR4lE-EaB6_Rs,Seafood Tango,"800 Wildflower Circle Suite 806, Washington",40.2139268,-80.1937298,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.3,377.0
ChIJ4SVNeYGsNYgRbLz2BckLC-U,The SpringHouse Country Market and Restaurant,"1531 Pennsylvania 136, Washington",40.18658569999999,-80.1534162,"bakery,store,restaurant,food,point_of_interest,establishment","farmers_market,restaurant",OPERATIONAL,4.5,1937.0
ChIJUUaJuvCrNYgRgVpbfCCfaCk,Amoco,"1795 Pennsylvania 136, Eighty Four",40.182713,-80.132347,"gas_station,supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",grocery,OPERATIONAL,4.1,16.0
ChIJoWxbtPqqNYgRJZVIBj52-jQ,Coen Markets,"1795 Pennsylvania 136, Eighty Four",40.1827163,-80.1324539,"convenience_store,gas_station,meal_takeaway,cafe,restaurant,food,store,point_of_interest,establishment","convenience,fast_food,restaurant",OPERATIONAL,3.7,11.0
ChIJS_JkNZhUNIgRtLp7DfiLkCw,Danny Jr's Pizza & Hoagies,"1045 Pennsylvania 519, Eighty Four",40.194501,-80.134107,"meal_delivery,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.5,358.0
ChIJ53d297qtNYgRcCVXXYtO7NA,Washington County Community Foundation,"1253 PA-519, Eighty Four",40.2065585,-80.12795249999999,"point_of_interest,establishment",food_bank,OPERATIONAL,4.5,8.0
ChIJAQAAAHAANYgRfyuLdTeazlI,Eighty Four Auction Sales Inc,"PA-136, Eighty Four",40.1856275,-80.15486600000001,"point_of_interest,establishment",farmers_market,OPERATIONAL,4.5,96.0
ChIJV2kmyFgBNYgR1JXoGD6aAfY,Mingo Creek Tavern,"2698 Pennsylvania 136, Eighty Four",40.1866254,-80.0552605,"bar,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.3,187.0
ChIJ9b1TWrUBNYgRY7G8YbuQtWA,Mingo Twist & Shake,"2728 Pennsylvania 136, Eighty Four",40.18594299999999,-80.05394,"meal_takeaway,store,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.4,634.0
ChIJP34jj9j9NIgRYUZGnWlwPZE,bp,"468 Main Street, New Eagle",40.211271,-79.95865599999999,"gas_station,supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",grocery,OPERATIONAL,3.8,14.0
ChIJL1KU-HD9NIgRNXdoy02Y3XA,7-Eleven,"468 Main Street, New Eagle",40.211543,-79.95970710000002,"convenience_store,cafe,liquor_store,store,restaurant,food,point_of_interest,establishment","convenience,restaurant",OPERATIONAL,3.3,24.0
ChIJNyseNF39NIgRABRxBV-mvpM,bp,"200 Dry Run Road, Monongahela",40.2068,-79.93974,"gas_station,supermarket,grocery_or_supermarket,store,food,point_of_interest,establishment",grocery,OPERATIONAL,4.3,4.0
ChIJ5zpKzVz9NIgRcsXe2kbMsWk,Foodland,"1223 West Main Street, Monongahela",40.2064169,-79.93704029999999,"grocery_or_supermarket,supermarket,store,food,point_of_interest,establishment",grocery,OPERATIONAL,3.9,514.0
ChIJF_ZQK0P9NIgRtXtsaG4hjlg,Dollar General,"1237 West Main Street, Monongahela",40.20687839999999,-79.9383866,"convenience_store,drugstore,grocery_or_supermarket,health,store,food,point_of_interest,establishment",convenience,OPERATIONAL,3.8,249.0
ChIJn22uNV39NIgRCA2KhnvuWcg,7-Eleven,"200 Dry Run Road, Monongahela",40.20659879999999,-79.9402973,"convenience_store,cafe,liquor_store,store,restaurant,food,point_of_interest,establishment","convenience,restaurant",OPERATIONAL,3.5,22.0
ChIJLZynOd_9NIgRQRcawILHtUw,Monongahela Mininmart,"310 West Main Street, Monongahela",40.202713,-79.9258593,"convenience_store,store,food,point_of_interest,establishment",convenience,OPERATIONAL,5.0,9.0
ChIJ_wd500L9NIgRiL5zDx652uw,Eat'n Park,"1250 West Main Street, Monongahela",40.2065206,-79.9393374,"meal_takeaway,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,4.1,1001.0
ChIJITtRqUL9NIgRYSlWlYYt5Y8,Hills Restaurant,"107 Main Street, New Eagle",40.207121,-79.940788,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.4,388.0
ChIJAS6tqkT9NIgRU8OhYGRJG9c,Two And A Fry,"1115 West Main Street, Monongahela",40.2063978,-79.935526,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.6,641.0
ChIJLTD5Llv9NIgRfk_kxbH-qBE,Dettore's Pizza,"915 West Main Street, Monongahela",40.20605289999999,-79.9342751,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.5,329.0
ChIJk61CaW_9NIgR8qyOSjQX7i0,Pizza Station,"187 Chess Street, New Eagle",40.2083707,-79.9490691,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.3,253.0
ChIJuZGwm9P9NIgRd58Y5s_4gGI,"Fox's Pizza Den (Monongahela, PA)","1235 West Main Street, Monongahela",40.20678520000001,-79.9382481,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,3.4,90.0
ChIJ_4tEi6UCNYgR-QPxUIhb2sg,Ponce's Place,"715 Route 481, Monongahela",40.1893686,-79.9305091,"bar,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.6,106.0
ChIJtf08xlr9NIgRl2AN_2L-QNM,St. Andrew the Apostle Parish - St. Damien of Molokai Church,"722 W Main St, Monongahela",40.2052525,-79.93230849999999,"church,place_of_worship,point_of_interest,establishment",food_bank,OPERATIONAL,4.8,32.0
ChIJqxuI0l_9NIgRZgMZaNCNAEw,Finleyville Food Pantry,"406 Chess St, Monongahela",40.2029022,-79.9271471,"point_of_interest,establishment",food_bank,OPERATIONAL,3.7,3.0
ChIJg5P_MTP9NIgRYpig7nVI1KI,Monongahela Farmers Market,"7th St, Monongahela",40.2048979,-79.9317093,"point_of_interest,establishment",farmers_market,OPERATIONAL,5.0,6.0
ChIJrRdco1r9NIgRBXwB3AVk4dw,Chess Park,"Chess St, Monongahela",40.20467319999999,-79.9313796,"park,tourist_attraction,point_of_interest,establishment",farmers_market,OPERATIONAL,4.6,295.0
ChIJFcp_gFP9NIgRRSynHLiBDg8,Sheetz,"111 East Main Street, Monongahela",40.20012639999999,-79.9218937,"convenience_store,car_wash,gas_station,cafe,liquor_store,restaurant,food,store,point_of_interest,establishment","convenience,restaurant",OPERATIONAL,3.5,137.0
ChIJDxx8gFH9NIgRl_StRhoKRXE,Angelo's II Monongahela,"111 3rd Street, Monongahela",40.2025634,-79.9252024,"restaurant,night_club,bar,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.4,565.0
ChIJ71Xz6FP9NIgRI6gUofdbZ44,Italian Village Pizza,"169 West Main Street, Monongahela",40.201427,-79.9239,"meal_delivery,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.2,279.0
ChIJ7V7jeVH9NIgRdoNH_sG49Ug,McDonald's,"301 West Main Street, Monongahela",40.2029637,-79.9254224,"cafe,store,restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,3.4,931.0
ChIJGw5_3VP9NIgRdG2A_iIvk8A,Great Wall,"201 West Main Street A, Monongahela",40.20169049999999,-79.92418359999999,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.1,185.0
ChIJy5eKw1T9NIgRzAS3O6coGtM,Lenzi's Restaurant,"228 Gee Street, Monongahela",40.198331,-79.920443,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.7,573.0
ChIJe5vOcB39NIgRBi53WlQGvbw,Domino's Pizza,"243 West Main Street, Monongahela",40.2023981,-79.9250199,"meal_takeaway,meal_delivery,restaurant,food,point_of_interest,establishment","fast_food,restaurant",OPERATIONAL,3.6,37.0
ChIJh4pZTqHiNIgR-3Cs-tBgGU0,Rib Cage,"87 Boat Club Road, Monongahela",40.1976083,-79.90202339999999,"restaurant,food,point_of_interest,establishment",restaurant,OPERATIONAL,4.4,207.0
ChIJPaS1ggUdNYgRjoJtvGCJXBw,Salvation Army Mon Valley,"800 Thompson Ave, Donora",40.1809241,-79.856786,"church,place_of_worship,point_of_interest,establishment",food_bank,OPERATIONAL,4.7,35.0
ChIJBYODctTjNIgRhzm_rLaOHYE,bp,"5100 Pennsylvania 51, Belle Vernon",40.202812,-79.836894,"gas_station,supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",grocery,OPERATIONAL,,
ChIJkZFtYRniNIgRp0JOiE8Kn2g,Amoco,"5100 Pennsylvania 51, Belle Vernon",40.202812,-79.836894,"gas_station,supermarket,grocery_or_supermarket,food,store,point_of_interest,establishment",grocery,OPERATIONAL,3.8,5.0
ChIJn37LZxziNIgRmLBxsVcjfJQ,BFS Foods,"4975 Pennsylvania 51, Belle Vernon",40.2005156,-79.8340838,"convenience_store,store,food,point_of_interest,establishment",convenience,OPERATIONAL,3.6,22.0
ChIJH9CPTOzjNIgRx2sIo2D-Lkg,Dollar General,"110 Georges Lane, N BELLE VRN",40.19959539999999,-79.8332937,"drugstore,convenience_store,grocery_or_supermarket,health,store,food,point_of_interest,establishment",convenience,OPERATIONAL,3.7,12.0
